status,month,credit_history,purpose,credit_amount,savings,employment,investment_as_income_percentage,personal_status,other_debtors,residence_since,property,age,installment_plans,housing,number_of_credits,skill_level,people_liable_for,telephone,foreign_worker,credit,sex,mature
1,12,1,1,385,2,3,4,2,1,3,1,58,1,1,4,2,1,1,1,1,0,1
2,24,3,4,1965,1,2,4,2,1,4,4,42,1,3,2,1,1,1,1,1,0,1
3,21,2,6,1572,4,1,4,2,1,4,1,36,2,1,1,2,1,2,1,1,0,1
2,24,2,4,2718,2,2,3,2,1,4,2,20,1,3,1,2,1,1,1,0,0,0
1,24,5,9,1358,1,1,4,1,1,3,4,40,3,1,1,3,1,1,1,0,1,1
2,6,5,4,931,5,5,1,2,1,1,2,32,3,1,1,2,1,2,1,0,0,1
1,24,2,4,1442,2,3,4,2,1,4,4,23,1,3,2,1,1,2,1,0,0,0
2,24,4,6,4241,2,2,1,1,1,4,1,36,1,1,3,2,1,1,1,0,1,1
3,18,1,4,2775,2,3,2,1,1,2,2,31,2,1,2,1,1,2,1,0,1,1
3,24,3,6,3863,2,2,1,1,1,2,3,32,1,2,1,1,1,2,1,1,1,1
2,7,2,1,2329,2,5,1,2,2,1,1,45,1,1,1,1,1,2,1,1,0,1
2,9,2,3,918,2,2,4,2,1,1,2,30,1,1,1,1,1,2,1,0,0,1
2,24,5,2,1837,2,3,4,2,1,4,3,34,2,2,1,2,1,2,1,0,0,1
3,36,2,3,3349,2,2,4,2,1,2,4,28,1,1,1,3,1,1,1,0,0,1
4,10,2,3,1275,2,5,4,2,1,2,2,23,1,1,1,1,1,2,1,1,0,0
1,24,5,3,2828,3,2,4,1,1,4,1,22,3,1,1,1,1,1,1,1,1,0
3,24,1,6,4526,2,2,3,1,1,2,1,74,1,1,1,3,1,1,1,1,1,1
2,36,2,1,2671,5,2,4,2,3,4,3,50,1,2,1,1,1,2,1,0,0,1
3,18,2,1,2051,2,5,4,1,1,1,1,33,1,1,1,1,1,2,1,1,1,1
3,15,2,5,1300,1,1,4,1,1,4,3,45,2,2,1,1,2,2,1,1,1,1
1,12,2,7,741,5,4,4,2,1,3,2,22,1,1,1,1,1,2,1,0,0,0
4,10,2,4,1240,5,1,1,2,1,4,3,48,1,2,1,2,2,2,1,0,0,1
1,21,2,1,3357,4,5,4,2,1,2,4,29,2,1,1,1,1,2,1,1,0,1
1,24,5,5,3632,2,2,1,2,2,4,4,22,2,3,1,1,1,2,2,1,0,0
3,18,3,3,1808,2,3,4,2,1,1,1,22,1,1,1,1,1,2,1,0,0,0
2,48,4,6,12204,1,2,2,1,1,2,4,48,2,1,1,3,1,1,1,1,1,1
2,60,3,1,9157,1,2,2,1,1,2,3,27,1,2,1,3,1,2,1,1,1,1
1,6,1,4,3676,2,2,1,1,1,3,1,37,1,3,3,1,2,2,1,1,1,1
2,30,2,3,3441,5,2,2,2,3,4,4,21,1,3,1,1,1,2,1,0,0,0
3,12,2,4,640,2,2,4,3,1,2,1,49,1,1,1,2,1,2,1,1,1,1
2,21,1,6,3652,2,3,2,1,1,3,2,27,1,1,2,1,1,2,1,1,1,1
3,18,1,4,1530,2,2,3,1,1,2,2,32,2,1,2,1,1,2,1,0,1,1
3,48,2,6,3914,1,2,4,3,1,2,1,38,2,1,1,1,1,2,1,0,1,1
1,12,2,3,1858,2,5,4,2,1,1,4,22,1,3,1,1,1,2,1,1,0,0
1,18,2,1,2600,2,2,4,1,1,4,3,65,1,2,2,1,1,2,1,0,1,1
3,15,2,1,1979,1,1,4,1,1,2,4,35,1,1,1,1,1,2,1,1,1,1
4,6,2,3,2116,2,2,2,1,1,2,1,41,1,1,1,1,1,1,1,1,1,1
2,9,5,4,1437,5,3,2,1,1,3,3,29,1,1,1,1,1,2,1,0,1,1
3,42,1,3,4042,3,2,4,1,1,4,1,36,1,1,2,1,1,1,1,1,1,1
3,9,2,2,3832,1,1,1,1,1,4,1,64,1,1,1,2,1,2,1,1,1,1
1,24,2,1,3660,2,2,2,2,1,4,4,28,1,1,1,1,1,2,1,1,0,1
1,18,5,3,1553,2,2,4,1,1,3,4,44,2,1,1,1,1,2,1,0,1,1
2,15,2,1,1444,1,5,4,1,1,1,2,23,1,1,1,1,1,2,1,1,1,0
3,9,2,3,1980,2,5,2,2,3,2,4,19,1,3,2,1,1,2,1,0,0,0
2,24,2,4,1355,2,5,3,2,1,4,4,25,1,1,1,2,1,1,1,0,0,0
3,12,2,2,1393,2,1,4,1,1,4,2,47,2,1,3,1,2,1,1,1,1,1
3,24,2,1,1376,3,3,4,2,1,1,4,28,1,1,1,1,1,2,1,1,0,1
3,60,3,1,15653,2,3,2,1,1,4,4,21,1,1,2,1,1,1,1,1,1,0
3,12,2,1,1493,2,5,4,2,1,3,4,34,1,1,1,1,2,2,1,1,0,1
1,42,3,1,4370,2,3,3,1,1,2,2,26,2,1,2,1,2,1,1,0,1,1
1,18,2,2,750,2,4,4,2,1,1,1,27,1,1,1,4,1,2,1,0,0,1
2,15,2,8,1308,2,1,4,1,1,4,4,38,1,1,2,2,1,2,1,1,1,1
3,15,2,2,4623,5,2,3,1,1,2,2,40,1,1,1,3,1,1,1,0,1,1
3,24,1,1,1851,2,3,4,4,2,2,4,33,1,1,2,1,1,1,1,1,1,1
1,18,1,1,1880,2,3,4,4,1,1,2,32,1,1,2,3,1,1,1,1,1,1
3,36,3,6,7980,1,5,4,1,1,4,4,27,1,3,2,1,1,1,1,0,1,1
1,30,4,3,4583,2,2,2,3,2,2,1,32,1,1,2,1,1,2,1,1,1,1
3,12,2,4,1386,3,2,2,2,1,2,2,26,1,1,1,1,1,2,1,0,0,1
4,24,2,4,947,2,3,4,1,1,3,3,38,2,2,1,1,2,2,1,0,1,1
1,12,2,2,684,2,2,4,1,1,4,4,40,1,3,1,2,2,2,1,0,1,1
1,48,2,2,7476,2,3,4,1,1,1,3,50,1,2,1,3,1,1,1,1,1,1
2,12,2,3,1922,2,2,4,1,1,2,2,37,1,1,1,2,1,2,1,0,1,1
1,24,2,4,2303,2,1,4,1,3,1,1,45,1,1,1,1,1,2,1,0,1,1
2,36,3,4,8086,5,1,2,1,1,4,4,42,1,1,4,3,1,1,1,0,1,1
3,24,1,5,2346,2,3,4,1,1,3,4,35,1,1,2,1,1,1,1,1,1,1
1,14,2,4,3973,2,4,1,1,1,4,3,22,1,2,1,1,1,2,1,1,1,0
2,12,2,4,888,2,1,4,1,1,4,4,41,2,1,1,2,2,2,1,0,1,1
3,48,2,1,10222,1,3,4,1,1,3,4,37,3,1,1,1,1,1,1,1,1,1
2,30,4,6,4221,2,2,2,2,1,1,4,28,1,1,2,1,1,2,1,1,0,1
2,18,1,3,6361,2,1,2,1,1,1,3,41,1,1,1,1,1,1,1,1,1,1
4,12,2,1,1297,2,2,3,4,1,4,1,23,1,3,1,1,1,2,1,1,1,0
1,12,2,4,900,1,2,4,4,1,2,4,23,1,1,1,1,1,2,1,0,1,0
3,21,2,3,2241,2,1,4,1,1,2,1,50,1,1,2,1,1,2,1,1,1,1
2,6,3,3,1050,2,4,4,1,1,1,2,35,3,1,2,3,1,1,1,1,1,1
4,6,1,2,1047,2,2,2,2,1,4,2,50,1,1,1,2,1,2,1,1,0,1
3,24,1,9,6314,2,4,4,1,3,2,3,27,2,1,2,3,1,1,1,1,1,1
2,30,5,3,3496,4,2,4,1,1,2,4,34,3,1,1,1,2,1,1,1,1,1
3,48,5,6,3609,2,2,1,2,1,1,1,27,3,1,1,1,1,2,1,1,0,1
1,12,1,4,4843,2,1,3,1,3,4,2,43,1,3,2,1,1,1,1,0,1,1
4,30,1,1,3017,2,1,4,1,1,4,2,47,1,1,1,1,1,2,1,1,1,1
3,24,1,6,4139,5,2,3,1,1,3,2,27,1,1,2,2,1,1,1,1,1,1
3,36,2,6,5742,5,3,2,1,1,2,4,31,1,1,2,1,1,1,1,1,1,1
3,60,2,4,10366,2,1,2,1,1,4,2,42,1,1,1,3,1,1,1,1,1,1
3,6,1,4,2080,3,2,1,4,1,2,4,24,1,1,1,1,1,2,1,1,1,0
3,21,3,6,2580,3,5,4,1,1,2,1,41,2,1,1,2,2,2,1,0,1,1
3,30,1,1,4530,2,3,4,2,1,4,4,26,1,3,1,3,1,1,1,1,0,1
3,24,1,3,5150,2,1,4,1,1,4,4,33,1,1,1,1,1,1,1,1,1,1
2,72,2,1,5595,5,2,2,4,1,2,4,24,1,1,1,1,1,2,1,0,1,0
1,24,2,1,2384,2,1,4,1,1,4,1,64,2,3,1,2,1,2,1,1,1,1
3,18,2,1,1453,2,5,3,2,1,1,1,26,1,1,1,1,1,2,1,1,0,1
3,6,2,2,1538,2,5,1,2,1,2,3,56,1,1,1,1,1,2,1,1,0,1
3,12,2,1,2279,1,2,4,1,1,4,3,37,1,2,1,1,1,1,1,1,1,1
3,15,3,1,1478,2,2,4,4,1,3,1,33,2,1,2,1,1,2,1,1,1,1
3,24,1,1,5103,2,5,3,4,1,3,3,47,1,2,3,1,1,1,1,1,1,1
2,36,3,6,9857,5,3,1,1,1,3,2,31,1,1,2,2,2,1,1,1,1,1
3,60,2,4,6527,1,2,4,1,1,4,3,34,1,2,1,1,2,1,1,1,1,1
4,10,1,1,1347,1,3,4,1,1,2,2,27,1,1,2,1,1,1,1,1,1,1
2,36,3,4,2862,5,1,4,1,1,3,3,30,1,2,1,1,1,2,1,1,1,1
3,9,2,1,2753,5,1,3,1,3,4,4,35,1,1,1,1,1,1,1,1,1,1
1,12,2,4,3651,4,2,1,1,1,3,2,31,1,1,1,1,2,2,1,1,1,1
1,15,1,3,975,2,2,2,3,1,3,2,25,1,1,2,1,1,2,1,1,1,0
2,15,2,8,2631,5,2,3,2,1,2,1,25,1,1,1,2,1,2,1,1,0,0
2,24,2,1,2896,5,5,2,1,1,1,4,29,1,1,1,1,1,2,1,1,1,1
1,6,1,4,4716,1,5,1,1,1,3,1,44,1,1,2,2,2,2,1,1,1,1
3,24,2,1,2284,2,3,4,1,1,2,4,28,1,1,1,1,1,1,1,1,1,1
3,6,2,5,1236,3,2,2,1,1,4,2,50,1,3,1,1,1,2,1,1,1,1
2,12,2,1,1103,2,3,4,1,2,3,1,29,1,1,2,1,1,2,2,1,1,1
3,12,1,4,926,2,4,1,2,1,2,2,38,1,1,1,4,1,2,1,1,0,1
3,18,1,1,1800,2,2,4,1,1,2,4,24,1,1,2,1,1,2,1,1,1,0
4,15,2,2,1905,2,1,4,1,1,4,4,40,1,3,1,3,1,1,1,1,1,1
3,12,2,3,1123,3,2,4,2,1,4,4,29,1,3,1,2,1,2,1,0,0,1
1,48,1,5,6331,2,1,4,1,1,4,3,46,1,2,2,1,1,1,1,0,1,1
4,24,2,1,1377,5,1,4,2,1,2,3,47,1,2,1,1,1,1,1,1,0,1
2,30,3,6,2503,5,1,4,1,1,2,2,41,3,1,2,1,1,2,1,1,1,1
2,27,2,6,2528,2,5,4,2,1,1,2,32,1,1,1,1,2,1,1,1,0,1
3,15,2,4,5324,3,1,1,2,1,4,3,35,1,2,1,1,1,2,1,1,0,1
2,48,2,4,6560,5,3,3,1,1,2,2,24,1,1,1,1,1,2,1,0,1,0
2,12,4,3,2969,2,5,4,2,1,3,2,25,1,3,2,1,1,2,1,0,0,0
2,9,2,1,1206,2,1,4,2,1,4,1,25,1,1,1,1,1,2,1,1,0,0
2,9,2,1,2118,2,2,2,1,1,2,1,37,1,1,1,2,2,2,1,1,1,1
3,18,1,1,629,3,1,4,1,1,3,2,32,2,1,2,3,1,1,1,1,1,1
1,6,5,2,1198,2,1,4,2,1,4,3,35,1,2,1,1,1,2,1,0,0,1
3,21,2,5,2476,1,1,4,1,1,4,1,46,1,1,1,3,1,1,1,1,1,1
1,9,1,1,1138,2,2,4,1,1,4,1,25,1,1,2,2,1,2,1,1,1,0
2,60,2,4,14027,2,3,4,1,1,2,3,27,1,1,1,3,1,1,1,0,1,1
3,30,1,5,7596,1,1,1,1,1,4,4,63,1,1,2,1,1,2,1,1,1,1
3,30,1,1,3077,1,1,3,1,1,2,4,40,1,1,2,1,2,1,1,1,1,1
3,18,2,1,1505,2,2,4,1,1,2,3,32,1,2,1,3,1,1,1,1,1,1
4,24,1,1,3148,1,2,3,1,1,2,4,31,1,1,2,1,1,1,1,1,1,1
2,20,4,5,6148,5,1,3,4,1,4,4,31,2,1,2,1,1,1,1,1,1,1
4,9,4,1,1337,2,5,4,1,1,2,4,34,1,1,2,3,1,1,1,0,1,1
2,6,5,2,433,4,5,4,2,1,2,2,24,2,3,1,1,2,2,1,0,0,0
1,12,2,4,1228,2,2,4,2,1,2,1,24,1,1,1,2,1,2,1,0,0,0
2,9,2,1,790,3,2,4,2,1,3,1,66,1,1,1,2,1,2,1,1,0,1
3,27,2,4,2570,2,2,3,2,1,3,1,21,1,3,1,1,1,2,1,0,0,0
3,6,1,4,250,4,2,2,2,1,2,1,41,2,1,2,2,1,2,1,1,0,1
3,15,1,1,1316,3,2,2,4,1,2,2,47,1,1,2,2,1,2,1,1,1,1
1,18,2,1,1882,2,2,4,2,1,4,4,25,2,3,2,1,1,2,1,0,0,0
2,48,5,6,6416,2,1,4,2,1,3,3,59,1,3,1,1,1,2,1,0,0,1
4,24,1,6,1275,4,2,2,3,1,4,1,36,1,1,2,1,1,1,1,1,1,1
2,24,3,1,6403,2,5,1,1,1,2,4,33,1,1,1,1,1,2,1,1,1,1
1,24,2,1,1987,2,2,2,1,1,4,1,21,1,3,1,2,2,2,1,0,1,0
2,8,2,1,760,2,3,4,2,2,2,1,44,1,1,1,2,1,2,1,1,0,1
3,24,2,5,2603,4,2,2,2,1,4,4,28,1,3,1,1,1,1,1,1,0,1
3,4,1,4,3380,2,3,1,2,1,1,1,37,1,1,1,1,2,2,1,1,0,1
2,36,5,7,3990,1,5,3,2,1,2,3,29,2,1,1,4,1,2,1,1,0,1
2,24,2,5,11560,2,2,1,2,1,4,4,23,1,3,2,3,1,2,1,0,0,0
1,18,2,4,4380,5,2,3,1,1,4,4,35,1,1,1,2,2,1,1,1,1,1
3,6,1,4,6761,2,3,1,1,1,3,3,45,1,1,2,3,2,1,1,1,1,1
2,30,4,6,4280,5,2,4,2,1,4,4,26,1,3,2,2,1,2,1,0,0,1
1,24,5,4,2325,5,3,2,1,1,3,4,32,2,1,1,1,1,2,1,1,1,1
2,10,5,1,1048,2,2,4,1,1,4,1,23,3,1,1,2,1,2,1,1,1,0
3,21,2,1,3160,1,1,4,1,1,3,2,41,1,1,1,1,1,1,1,1,1,1
1,24,5,3,2483,3,2,4,1,1,4,1,22,3,1,1,1,1,1,1,1,1,0
1,39,1,3,14179,1,3,4,1,1,4,2,30,1,1,2,3,1,1,1,1,1,1
1,13,1,6,1797,2,5,3,1,1,1,2,28,2,1,2,2,1,2,1,1,1,1
1,15,2,4,2511,2,4,1,2,1,4,4,23,1,3,1,1,1,2,1,1,0,0
1,12,2,4,1274,2,5,3,2,1,1,1,37,1,1,1,2,1,2,1,0,0,1
3,21,2,5,5248,1,2,1,1,1,3,4,26,1,1,1,1,1,2,1,1,1,1
3,15,2,5,3029,2,3,2,1,1,2,4,33,1,1,1,1,1,2,1,1,1,1
1,6,2,3,428,2,1,2,2,1,1,2,49,2,1,1,1,1,1,1,1,0,1
1,18,2,4,976,2,5,1,2,1,2,4,23,1,1,1,2,1,2,1,0,0,0
2,12,2,6,841,5,3,2,2,1,4,1,23,1,3,1,2,1,2,1,1,0,0
3,30,1,1,5771,2,3,4,2,1,2,4,25,1,1,2,1,1,2,1,1,0,0
3,12,3,8,1555,4,1,4,1,1,4,3,55,1,2,2,1,2,2,1,0,1,1
1,24,2,4,1285,1,3,4,2,1,4,3,32,1,3,1,1,1,2,1,0,0,1
4,6,1,4,1299,2,2,1,1,1,1,1,74,1,1,3,4,2,2,2,1,1,1
4,15,1,1,1271,1,2,3,1,1,4,3,39,1,2,2,1,1,1,1,0,1,1
3,24,2,4,1393,2,2,2,1,2,2,1,31,1,1,1,1,1,1,1,1,1,1
1,12,1,4,691,2,1,4,1,1,3,2,35,1,1,2,1,1,2,1,0,1,1
3,15,1,4,5045,1,1,1,2,1,4,4,59,1,1,1,1,1,1,1,1,0,1
1,18,1,3,2124,2,2,4,2,1,4,1,24,1,3,2,1,1,2,1,0,0,0
1,12,2,1,2214,2,2,4,1,1,3,2,24,1,1,1,2,1,2,1,1,1,0
3,21,1,4,12680,1,1,4,1,1,4,3,30,1,2,1,3,1,1,1,0,1,1
3,24,1,4,2463,5,3,4,4,1,3,2,27,1,1,2,1,1,1,1,1,1,1
2,12,2,1,1155,2,1,3,4,2,3,1,40,2,1,2,2,1,2,1,1,1,1
1,30,2,3,3108,2,5,2,3,1,4,2,31,1,1,1,2,1,2,1,0,1,1
3,10,2,5,2901,1,5,1,2,1,4,1,31,1,3,1,1,1,2,1,1,0,1
2,12,1,3,3617,2,1,1,1,1,4,4,28,1,3,3,1,1,1,1,1,1,1
3,12,1,1,1655,2,1,2,1,1,4,1,63,1,1,2,2,1,1,1,1,1,1
1,24,2,5,2812,1,1,2,2,1,4,1,26,1,3,1,1,1,2,1,1,0,1
1,36,1,2,8065,2,2,3,2,1,2,3,25,1,1,2,3,1,1,1,0,0,0
3,21,1,5,3275,2,1,1,1,1,4,4,36,1,1,1,3,1,1,1,1,1,1
3,24,1,1,2223,5,1,4,1,1,4,2,52,2,1,2,1,1,2,1,1,1,1
4,12,1,4,1480,3,4,2,1,1,4,3,66,2,2,3,4,1,2,1,1,1,1
1,24,2,4,1371,1,2,4,2,1,4,1,25,1,3,1,1,1,2,1,0,0,0
3,36,1,4,3535,2,3,4,1,1,4,4,37,1,1,2,1,1,1,1,1,1,1
1,18,2,1,3509,2,3,4,2,2,1,1,25,1,1,1,1,1,2,1,1,0,0
3,36,1,5,5711,4,1,4,1,1,2,4,38,1,1,2,3,1,1,1,1,1,1
2,18,2,8,3872,2,4,2,2,1,4,4,67,1,1,1,1,1,1,1,1,0,1
2,39,1,1,4933,2,3,2,1,2,2,1,25,1,1,2,1,1,2,1,0,1,0
3,24,1,4,1940,4,1,4,1,1,4,1,60,1,1,1,1,1,1,1,1,1,1
2,12,4,10,1410,2,2,2,1,1,2,1,31,1,1,1,2,1,1,1,1,1,1
2,12,2,4,836,5,5,4,2,1,2,2,23,2,1,1,2,1,2,1,0,0,0
2,20,2,5,6468,1,4,1,3,1,4,1,60,1,1,1,3,1,1,1,1,1,1
2,18,2,6,1941,4,2,4,1,1,2,2,35,1,1,1,2,1,1,1,1,1,1
3,22,2,1,2675,3,1,3,1,1,4,4,40,1,1,1,1,1,2,1,1,1,1
3,48,1,5,2751,1,1,4,1,1,3,4,38,1,1,2,1,2,1,1,1,1,1
2,48,3,2,6224,2,1,4,1,1,4,3,50,1,2,1,1,1,2,1,0,1,1
1,40,1,2,5998,2,2,4,1,1,3,3,27,2,1,1,1,1,1,1,0,1,1
2,21,2,6,1188,2,1,2,2,1,4,2,39,1,1,1,1,2,2,1,0,0,1
3,24,2,5,6313,1,1,3,1,1,4,4,41,1,1,1,3,2,1,1,1,1,1
3,6,1,3,1221,1,2,1,4,1,2,2,27,1,1,2,1,1,2,1,1,1,1
4,24,2,3,2892,2,1,3,3,1,4,3,51,1,2,1,1,1,2,1,1,1,1
3,24,2,3,3062,3,1,4,1,1,3,3,32,1,3,1,1,1,1,1,1,1,1
3,9,2,3,2301,5,5,2,2,1,4,2,22,1,3,1,1,1,2,1,1,0,0
1,18,2,5,7511,1,1,1,1,1,4,2,51,1,2,1,1,2,1,1,0,1,1
3,12,1,3,1258,2,5,2,2,1,4,2,22,1,3,2,2,1,2,1,1,0,0
3,24,3,4,717,1,1,4,4,1,4,4,54,1,1,2,1,1,1,1,1,1,1
2,9,2,4,1549,1,5,4,1,1,2,1,35,1,1,1,4,1,2,1,1,1,1
3,24,1,2,1597,2,1,4,1,1,4,3,54,1,2,2,1,2,2,1,1,1,1
2,18,1,1,1795,2,1,3,2,2,4,1,48,2,3,2,2,1,1,1,1,0,1
1,20,1,3,4272,2,1,1,2,1,4,2,24,1,1,2,1,1,2,1,1,0,0
3,12,1,1,976,1,1,4,1,1,4,4,35,1,1,2,1,1,2,1,1,1,1
2,12,2,4,7472,1,4,1,2,1,2,1,24,1,3,1,4,1,2,1,1,0,0
1,36,2,4,9271,2,3,2,1,1,1,4,24,1,1,1,1,1,1,1,0,1,0
2,6,2,1,590,2,5,3,4,1,3,1,26,1,1,1,2,1,2,2,1,1,1
3,12,1,1,930,1,1,4,1,1,4,1,65,1,1,4,1,1,2,1,1,1,1
2,42,5,5,9283,2,4,1,1,1,2,3,55,2,2,1,3,1,1,1,1,1,1
2,15,4,4,1778,2,5,2,2,1,1,1,26,1,3,2,4,1,2,1,0,0,1
2,8,2,6,907,2,5,3,4,1,2,1,26,1,1,1,1,1,1,1,1,1,1
2,6,2,1,484,2,3,3,4,2,3,1,28,2,1,1,2,1,2,1,1,1,1
1,36,1,5,9629,2,3,4,1,1,4,4,24,1,1,2,1,1,1,1,0,1,0
1,48,2,7,3051,2,2,3,1,1,4,4,54,1,1,1,1,1,2,1,0,1,1
1,48,2,4,3931,2,3,4,1,1,4,3,46,1,2,1,1,2,2,1,0,1,1
2,36,3,4,7432,2,2,2,2,1,2,2,54,1,3,1,1,1,2,1,1,0,1
3,6,2,7,1338,3,2,1,3,1,4,1,62,1,1,1,1,1,2,1,1,1,1
3,6,1,1,1554,2,3,1,2,1,2,4,24,1,3,2,1,1,1,1,1,0,0
1,36,2,9,15857,2,4,2,3,3,3,4,43,1,1,1,3,1,2,1,1,1,1
1,18,2,1,1345,2,2,4,4,1,3,1,26,2,1,1,1,1,2,1,0,1,1
3,12,2,4,1101,2,2,3,4,1,2,1,27,1,1,2,1,1,1,1,1,1,1
4,12,2,1,3016,2,2,3,4,1,1,4,24,1,1,1,1,1,2,1,1,1,0
1,36,2,3,2712,2,1,2,1,1,2,2,41,2,1,1,1,2,2,1,0,1,1
1,8,1,4,731,2,1,4,1,1,4,1,47,1,1,2,2,1,2,1,1,1,1
3,18,1,3,3780,2,5,3,3,1,2,4,35,1,1,2,3,1,1,1,1,1,1
1,21,1,4,1602,2,1,4,4,1,3,4,30,1,1,2,1,1,1,1,1,1,1
1,18,1,4,3966,2,1,1,2,1,4,1,33,2,3,3,1,1,1,1,0,0,1
3,18,4,6,4165,2,2,2,1,1,2,4,36,3,1,2,1,2,2,1,0,1,1
1,36,2,5,8335,1,1,3,1,1,4,3,47,1,2,1,1,1,2,1,0,1,1
2,48,3,6,6681,1,2,4,1,1,4,3,38,1,2,1,1,2,1,1,1,1,1
3,24,3,6,2375,3,2,4,1,1,2,4,44,1,1,2,1,2,1,1,1,1,1
1,18,2,4,1216,2,5,4,2,1,3,4,23,1,3,1,1,1,1,1,0,0,0
1,45,4,6,11816,2,1,2,1,1,4,4,29,1,3,2,1,1,2,1,0,1,1
2,24,2,1,5084,1,1,2,2,1,4,4,42,1,1,1,1,1,1,1,1,0,1
4,15,2,1,2327,2,5,2,2,1,3,1,25,1,1,1,2,1,2,1,0,0,0
1,12,4,4,1082,2,2,4,1,1,4,4,48,2,1,2,1,1,2,1,0,1,1
3,12,2,1,886,1,2,4,2,1,2,4,21,1,1,1,1,1,2,1,1,0,0
3,4,2,3,601,2,5,1,2,1,3,1,23,1,3,1,2,2,2,1,1,0,0
1,24,1,5,2957,2,1,4,1,1,4,2,63,1,1,2,1,1,1,1,1,1,1
3,24,1,1,2611,2,1,4,4,3,3,1,46,1,1,2,1,1,2,1,1,1,1
1,36,2,3,5179,2,3,4,1,1,2,2,29,1,1,1,1,1,2,1,0,1,1
3,21,3,5,2993,2,2,3,1,1,2,1,28,3,1,2,2,1,2,1,1,1,1
3,18,2,8,1943,2,5,4,2,1,4,1,23,1,1,1,1,1,2,1,0,0,0
3,24,5,6,1559,2,3,4,1,1,4,4,50,2,1,1,1,1,1,1,1,1,1
3,18,2,3,3422,2,1,4,1,1,4,2,47,2,1,3,1,2,1,1,1,1,1
2,21,2,3,3976,1,3,2,1,1,3,4,35,1,1,1,1,1,1,1,1,1,1
3,18,2,4,6761,1,2,2,1,1,4,4,68,1,3,2,1,1,2,1,0,1,1
3,24,2,4,1249,2,5,4,4,1,2,1,28,1,1,1,1,1,2,1,1,1,1
1,9,2,1,1364,2,3,3,1,1,4,1,59,1,1,1,1,1,2,1,1,1,1
1,12,2,1,709,2,1,4,1,1,4,1,57,3,1,1,2,1,2,1,0,1,1
1,20,1,4,2235,2,2,4,4,2,2,2,33,2,3,2,1,1,2,2,0,1,1
3,24,1,5,4042,1,3,3,1,1,4,2,43,1,1,2,1,1,1,1,1,1,1
3,15,1,1,1471,2,2,4,1,1,4,3,35,1,2,2,1,1,1,1,1,1,1
1,18,5,4,1442,2,3,4,1,1,4,3,32,1,2,2,2,2,2,1,0,1,1
3,36,3,4,10875,2,1,2,1,1,2,4,45,1,1,2,1,2,1,1,1,1,1
3,24,2,4,1474,5,5,4,4,1,3,1,33,1,1,1,1,1,1,1,1,1,1
3,10,2,10,894,1,3,4,2,1,3,2,40,1,1,1,1,1,1,1,1,0,1
3,15,1,3,3343,2,2,4,1,1,2,3,28,1,2,1,1,1,1,1,1,1,1
1,15,2,4,3959,2,2,3,2,1,2,2,29,1,1,1,1,1,1,1,0,0,1
3,9,2,4,3577,5,2,1,1,2,2,1,26,1,3,1,1,2,2,2,1,1,1
3,24,1,5,5804,4,2,4,1,1,2,1,27,1,1,2,1,1,2,1,1,1,1
3,18,3,6,2169,2,2,4,4,1,2,4,28,1,1,1,1,1,1,1,0,1,1
1,24,2,1,2439,2,5,4,2,1,4,1,35,1,1,1,1,1,1,1,0,0,1
3,27,1,3,4526,4,5,4,1,1,2,1,32,3,1,2,2,2,1,1,1,1,1
3,10,2,3,2210,2,2,2,1,1,2,1,25,2,3,1,2,1,2,1,0,1,0
3,15,2,3,2221,3,2,2,2,1,4,4,20,1,3,1,1,1,2,1,1,0,0
1,18,2,1,2389,2,5,4,2,1,1,4,27,3,1,1,1,1,2,1,1,0,1
3,12,1,3,3331,2,1,2,1,1,4,2,42,3,1,1,1,1,2,1,1,1,1
3,36,2,6,7409,1,1,3,1,1,2,2,37,1,1,2,1,1,2,1,1,1,1
1,12,2,3,652,2,1,4,2,1,4,2,24,1,3,1,1,1,2,1,1,0,0
3,36,3,3,7678,3,3,2,2,1,4,4,40,1,1,2,1,1,1,1,1,0,1
4,6,1,4,1343,2,1,1,1,1,4,1,46,1,1,2,1,2,2,2,1,1,1
1,24,1,6,1382,5,3,4,1,1,1,1,26,1,1,2,1,1,1,1,1,1,1
3,15,2,7,874,1,5,4,2,1,1,1,24,1,1,1,1,1,2,1,1,0,0
1,12,2,3,3590,2,2,2,1,3,2,2,29,1,1,1,2,2,2,1,1,1,1
2,11,1,4,1322,4,2,4,2,1,4,4,40,1,1,2,1,1,2,1,1,0,1
1,18,5,1,1940,2,5,3,1,3,4,3,36,2,2,1,3,1,1,1,1,1,1
3,36,2,1,3595,2,1,4,1,1,2,4,28,1,1,1,1,1,2,1,1,1,1
1,9,2,4,1422,2,5,3,1,1,2,3,27,1,2,1,3,1,1,1,0,1,1
3,30,1,1,6742,1,3,2,1,1,3,2,36,1,1,2,1,1,2,1,1,1,1
3,24,2,5,7814,2,3,3,1,1,3,4,38,1,1,1,3,1,1,1,1,1,1
3,24,2,5,9277,1,2,2,3,1,4,3,48,1,2,1,1,1,1,1,1,1,1
2,30,1,4,2181,1,1,4,1,1,4,1,36,1,1,2,1,1,2,1,1,1,1
3,18,1,1,1098,2,4,4,2,1,4,4,65,1,1,2,4,1,2,1,1,0,1
2,24,2,3,4057,2,3,3,3,1,3,4,43,1,1,1,1,1,1,1,0,1,1
1,12,2,2,795,2,5,4,2,1,4,2,53,1,1,1,1,1,2,1,0,0,1
