age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
49,8,154493,9,1,5,5,1,0,0,0,44,40,0
34,7,137223,6,5,9,4,1,0,0,0,40,40,0
24,5,102323,9,5,8,4,1,1,0,0,40,40,0
54,5,257765,4,1,8,2,1,1,0,0,40,14,0
52,5,42924,8,3,4,1,1,1,0,0,45,40,0
43,5,167599,7,3,7,6,1,0,0,0,25,40,0
84,1,368925,3,7,1,2,1,1,0,0,15,40,0
79,1,100881,12,3,1,6,1,0,0,0,2,40,1
35,5,52738,10,3,8,1,1,1,0,0,46,40,0
56,5,98418,9,1,15,2,1,1,0,0,30,40,0
30,5,381153,9,5,4,2,1,1,0,0,40,40,0
54,5,103700,9,7,9,5,1,0,0,0,40,40,0
35,5,298635,13,5,13,2,0,1,0,0,50,40,0
32,5,127895,10,5,2,4,0,0,0,0,40,40,0
44,6,212760,13,3,5,1,1,1,0,0,60,40,1
32,5,281384,9,2,9,3,1,0,0,0,10,40,0
60,5,181200,8,3,2,1,1,1,0,0,40,40,0
40,5,257364,10,1,9,2,1,1,0,0,45,40,0
50,5,283281,4,3,8,1,0,1,0,0,40,40,0
58,5,214502,5,3,7,1,1,1,0,0,50,40,1
41,5,69333,9,3,4,1,1,1,0,0,45,40,1
28,5,190060,9,3,13,1,1,1,0,0,40,40,1
53,5,95864,9,5,2,3,1,1,0,0,35,40,0
71,1,144872,10,3,1,1,1,1,6514,0,40,40,1
17,1,275778,5,5,1,4,1,0,0,0,25,27,0
45,5,27332,9,1,13,2,1,0,0,0,40,40,0
23,5,24395,9,5,7,4,1,0,0,0,30,40,0
25,5,330695,10,3,13,1,1,1,0,0,50,40,0
40,7,171615,10,5,4,2,1,1,0,0,35,40,1
28,5,116372,13,5,5,2,1,0,0,0,60,40,0
27,5,38599,8,5,15,2,1,1,0,0,40,40,0
19,3,202184,10,5,2,4,1,1,0,0,15,40,0
24,5,315303,9,5,7,4,0,1,0,0,25,40,0
38,5,103456,13,6,11,5,1,1,0,0,40,40,0
24,8,163480,14,5,2,2,0,0,0,0,40,40,0
18,5,317425,7,5,9,4,0,1,0,0,7,40,0
58,5,216941,9,1,5,5,1,0,0,0,40,40,0
35,5,116541,14,5,11,4,1,1,0,0,44,40,1
43,5,186396,5,5,8,2,1,0,0,0,20,40,0
45,5,273194,9,3,8,1,0,1,3137,0,35,40,0
24,5,385540,9,3,13,1,1,1,0,0,40,27,0
63,5,201631,5,3,6,1,0,1,0,0,40,40,0
40,5,439919,5,3,8,1,1,1,0,0,40,27,0
21,5,182117,13,5,9,3,1,1,0,0,20,40,0
20,8,334113,10,3,9,1,1,1,0,0,40,40,0
42,5,184837,9,3,8,6,1,0,7298,0,40,40,1
49,1,228372,10,3,1,1,1,1,0,0,20,40,1
47,2,211123,9,3,4,1,1,1,0,0,40,40,0
48,6,38819,9,3,4,1,1,1,0,0,36,40,0
61,5,162391,4,3,15,1,1,1,0,1651,40,40,0
23,1,302836,12,3,1,1,1,1,0,0,40,9,0
35,8,89040,13,3,5,1,1,1,0,0,40,40,1
46,5,264210,10,3,6,6,1,0,0,0,20,40,0
18,5,87157,8,5,9,4,1,1,0,0,25,40,0
28,7,398918,13,5,11,2,1,1,0,0,50,40,1
62,1,123612,13,3,1,1,1,1,0,0,4,40,0
20,5,155818,9,5,9,4,1,0,0,0,20,40,0
28,5,243660,9,3,15,1,1,1,0,0,40,40,0
57,5,134195,9,3,13,1,1,1,0,0,40,40,0
56,5,238638,4,3,4,1,1,1,0,0,40,40,0
33,5,159929,9,3,4,1,1,1,0,0,40,40,0
19,5,198668,9,5,7,4,1,1,0,0,40,40,0
29,5,215504,9,3,8,1,1,1,0,0,40,40,0
30,5,158002,10,5,4,3,1,1,0,0,55,8,0
53,3,35305,13,1,11,5,1,0,0,0,57,40,0
25,5,195994,2,5,10,2,1,0,0,0,40,14,0
44,8,321824,9,3,12,1,1,1,0,0,38,40,0
22,5,180449,10,3,7,1,1,1,0,0,28,40,0
40,5,201764,9,1,4,2,1,1,0,0,40,40,0
25,5,250038,11,5,2,2,1,1,0,0,40,1,0
30,7,226535,4,3,6,1,1,1,0,0,40,27,0
51,5,136121,11,1,2,5,1,0,0,0,38,40,0
17,5,47199,7,5,10,4,1,0,0,0,24,40,0
46,3,215895,13,3,12,1,1,1,0,0,40,40,1
50,8,24647,10,3,2,1,1,1,0,0,40,40,1
34,5,734193,10,5,5,2,1,0,0,0,50,40,0
42,1,321086,14,3,1,1,1,1,0,0,50,40,0
41,2,192589,13,3,2,1,1,1,0,0,40,40,0
32,5,326283,13,5,9,5,0,1,0,0,40,40,0
32,5,207284,9,3,8,1,1,1,0,0,40,40,0
47,5,109089,10,3,11,1,1,1,0,0,70,40,0
50,5,274528,10,3,13,1,1,1,0,0,40,40,0
77,5,142646,4,7,10,5,1,0,0,0,23,40,0
33,5,180859,9,1,5,2,1,1,0,0,40,40,0
47,6,188610,9,3,8,1,1,1,0,0,48,40,0
64,5,169604,7,3,15,1,1,1,0,0,40,40,0
34,5,260560,9,3,5,1,1,1,0,0,50,40,0
34,3,188245,9,5,11,5,0,0,0,0,35,40,0
67,3,103315,14,5,5,3,1,0,15831,0,72,40,1
37,3,52465,9,5,9,2,1,1,0,0,40,40,0
34,5,737315,13,3,11,1,1,1,0,0,40,40,1
22,1,195143,10,5,1,4,1,0,0,0,29,40,0
50,7,219420,16,1,13,2,1,1,0,0,64,40,0
60,5,198170,13,3,5,1,1,1,0,0,45,40,1
46,3,183168,13,1,11,5,1,0,0,0,43,40,0
44,5,196545,13,3,4,1,1,1,7298,0,40,40,1
43,5,168412,9,3,13,3,1,0,0,0,44,32,0
48,5,174386,14,3,11,1,1,1,0,0,40,9,1
36,5,544686,9,5,2,3,1,0,2907,0,40,28,0
48,5,95661,10,5,2,2,1,0,0,0,43,40,0
37,5,468713,10,3,2,1,1,1,0,0,40,40,0
51,5,169112,14,3,13,1,1,1,0,0,40,40,1
52,5,74024,14,3,11,1,1,1,0,0,45,40,1
27,5,110622,3,5,13,4,0,0,0,0,20,41,0
43,3,33331,14,3,5,1,1,1,0,0,40,40,1
23,5,181557,9,5,9,4,0,1,0,0,25,40,0
66,5,142624,12,3,8,1,1,1,5556,0,40,42,1
37,7,192251,6,3,9,6,1,0,2635,0,40,40,0
35,5,146091,10,5,2,2,1,0,0,0,40,40,0
42,3,174575,13,3,11,1,1,1,5178,0,40,40,1
49,5,200949,6,5,9,5,1,0,0,0,38,30,0
51,3,201560,13,3,11,6,1,0,0,0,40,40,1
71,2,149386,9,7,5,2,1,1,0,0,9,40,0
50,3,168672,14,3,11,6,1,0,0,1902,40,40,1
63,5,38352,9,7,2,5,1,0,0,0,40,40,0
41,8,180272,14,5,11,4,1,0,0,0,35,40,0
24,8,275421,10,5,8,4,1,0,0,0,40,40,0
41,3,173051,10,1,9,5,1,0,0,0,45,40,0
33,3,167474,12,3,2,1,1,1,0,0,40,40,0
42,3,267138,10,3,4,1,0,1,0,0,40,40,0
23,5,135138,13,5,13,4,0,1,0,0,40,40,0
49,5,218357,11,1,11,2,1,0,0,0,38,40,0
28,7,107236,8,3,4,2,1,1,0,0,40,40,0
31,5,138416,3,3,7,1,1,1,0,0,56,27,0
28,5,154863,13,5,2,4,0,1,0,0,35,40,0
37,5,194004,7,3,4,1,1,1,0,0,25,40,0
19,5,339123,10,5,5,4,1,1,0,0,40,40,0
51,3,548361,13,3,11,1,1,1,0,0,26,40,0
25,5,101812,11,3,13,1,1,1,0,0,41,40,0
49,6,127111,9,3,5,1,1,1,0,0,50,40,0
47,5,171807,9,1,13,5,1,0,0,0,45,40,0
48,3,40666,9,3,9,1,1,1,0,0,40,40,0
41,3,340682,9,1,2,2,1,0,0,0,40,40,0
32,5,175052,9,1,2,5,1,0,0,0,40,40,0
26,1,321629,9,5,1,5,1,0,0,0,16,40,0
46,5,154405,9,3,7,1,0,1,0,0,40,40,0
17,5,108402,6,5,13,4,1,0,0,0,20,40,0
34,5,346275,7,1,7,2,1,1,0,0,43,40,0
44,5,42476,9,5,2,3,1,0,0,0,30,40,0
23,5,161708,12,5,9,4,1,0,0,0,20,40,0
35,5,70447,10,5,11,5,0,1,4650,0,20,40,0
30,5,189759,13,5,15,2,1,1,4865,0,40,40,0
65,1,137354,10,3,1,1,0,1,0,0,20,40,0
34,5,250724,13,3,13,1,1,1,0,0,45,24,0
34,2,149368,15,3,11,1,1,1,0,0,40,40,1
39,5,154641,11,3,2,1,1,1,0,0,40,40,0
28,5,38309,11,3,2,1,1,1,2407,0,40,40,0
53,3,202733,14,3,5,1,1,1,7688,0,70,40,1
34,5,56150,7,5,15,5,1,1,0,0,40,40,0
21,5,260254,9,5,4,2,1,1,0,0,40,40,0
53,5,108083,4,3,6,1,1,1,0,0,45,40,0
54,7,71344,14,1,11,2,1,1,0,0,50,40,1
32,5,174215,10,1,13,5,1,0,0,0,40,40,0
39,8,114366,13,5,11,2,1,1,0,0,35,40,0
39,5,158962,10,1,8,5,1,0,0,0,40,40,0
29,5,179498,9,3,5,1,1,1,0,0,40,12,0
29,5,31935,9,1,11,2,1,0,0,0,40,40,0
43,5,149909,9,3,4,1,1,1,0,0,42,40,1
20,1,58740,10,5,1,4,1,1,0,0,15,40,0
39,5,216552,14,3,2,1,1,1,0,0,40,40,0
45,5,255348,10,1,5,2,1,0,0,0,40,40,0
36,5,176050,10,3,8,1,1,1,0,0,40,40,0
71,1,125101,11,7,1,2,1,0,0,0,40,40,0
62,1,197286,9,3,1,1,1,1,0,0,40,40,0
43,3,337469,10,1,2,2,1,0,594,0,20,27,0
31,5,159737,9,5,13,5,0,0,0,0,58,40,0
39,5,316211,9,3,5,1,1,1,0,0,60,40,1
32,5,127610,13,3,11,6,1,0,0,1902,32,40,1
45,3,556652,9,3,4,1,0,1,0,0,40,40,1
19,5,265576,9,5,7,4,1,1,0,0,50,40,0
43,5,347653,10,3,11,1,1,1,0,0,48,40,1
32,5,62374,11,3,15,1,1,1,0,0,40,40,0
43,7,170230,13,5,13,2,1,0,0,0,60,40,0
34,5,203051,13,3,2,1,1,1,0,0,27,40,0
66,6,115880,10,3,11,1,1,1,0,0,40,40,0
37,5,167735,11,3,4,1,1,1,0,1887,40,40,1
46,6,181413,12,3,5,6,1,0,0,0,40,40,0
23,5,185554,13,5,11,4,1,0,0,0,40,40,0
41,5,350387,13,5,11,2,1,1,0,0,40,40,1
63,5,225102,9,3,7,1,0,1,0,0,40,1,0
55,5,105582,9,3,7,1,1,1,3103,0,40,40,1
35,7,350247,15,3,11,1,1,1,0,0,50,40,1
28,5,150025,5,5,4,2,1,1,0,0,50,1,1
37,5,107737,13,3,11,1,1,1,0,0,55,40,1
63,1,334741,9,3,1,1,1,1,0,0,20,40,0
43,5,115562,13,3,11,1,1,1,0,0,42,40,1
30,7,131584,11,5,4,4,1,1,0,0,60,40,0
36,3,95855,14,3,11,6,1,0,0,0,60,40,1
54,5,391016,13,3,13,1,1,1,0,0,40,40,1
36,2,51089,13,3,2,1,1,1,0,0,50,40,1
78,6,188044,13,3,5,1,1,1,0,2392,40,40,1
77,5,117898,13,3,5,1,1,1,0,0,50,40,1
28,5,70240,9,4,9,2,0,0,0,0,40,31,0
39,7,187693,9,3,4,1,1,1,0,0,72,40,1
37,5,341672,13,6,14,2,0,1,0,0,40,31,0
34,5,208043,11,3,11,1,1,1,7298,0,45,40,1
22,3,289982,13,5,11,4,1,0,0,0,35,40,0
54,5,76344,13,5,9,2,1,0,0,0,50,40,0
21,5,200973,10,5,13,4,1,0,0,0,20,40,0
36,5,111377,6,3,4,1,1,1,0,0,40,40,0
62,7,136684,9,7,2,3,1,0,0,0,30,40,0
40,5,176716,10,3,13,1,1,1,0,0,40,40,1
47,7,166894,10,1,11,5,0,0,0,0,40,40,0
38,5,243872,13,3,13,1,1,1,0,0,70,40,1
28,5,155621,3,5,4,2,1,1,0,0,40,5,0
46,5,102597,13,1,11,5,1,0,0,0,40,40,0
22,5,60331,10,3,9,1,1,1,0,0,35,40,0
37,5,75024,9,1,13,5,1,0,0,0,25,3,0
69,5,174474,6,6,8,2,1,0,0,0,28,30,0
43,5,145441,13,3,5,1,1,1,0,0,50,40,1
53,5,83434,13,5,9,2,0,0,0,0,21,25,1
20,5,691830,9,5,13,4,0,0,0,0,35,40,0
22,5,189203,13,5,11,2,1,1,0,0,50,40,0
48,5,115784,5,3,4,1,1,1,0,0,44,40,0
40,2,280167,14,3,11,1,1,1,0,0,40,40,1
68,1,407338,10,3,1,1,1,1,0,0,20,40,0
39,5,52978,10,1,9,2,1,0,0,1721,55,40,0
57,5,169329,9,3,14,1,0,1,0,1887,40,39,1
23,5,315065,6,5,9,5,1,1,0,0,60,27,0
25,3,167835,13,3,11,6,1,0,0,0,38,40,1
22,5,63105,9,5,11,4,0,1,0,0,40,40,0
23,5,520775,8,5,10,4,1,1,0,0,30,40,0
41,3,47902,13,3,11,1,1,1,0,0,45,40,1
25,5,145434,10,5,8,2,1,0,0,0,25,40,0
58,5,56392,10,3,13,1,1,1,0,0,40,40,0
33,5,162312,9,1,13,2,0,1,0,0,45,25,0
28,5,204074,14,3,11,1,1,1,0,0,48,40,0
19,5,99246,7,5,8,2,1,0,0,0,25,40,0
44,5,102085,10,1,2,3,1,0,0,0,40,40,0
68,5,168794,1,5,8,2,1,1,0,0,10,40,0
33,8,332379,9,3,4,1,1,1,0,0,40,40,1
24,5,233419,9,1,5,2,1,0,0,0,40,40,0
44,7,57233,9,3,6,1,1,1,0,0,50,40,0
38,5,192337,13,3,5,1,1,1,7688,0,40,40,1
31,5,442429,9,6,4,5,1,0,0,0,40,27,0
29,5,369114,9,1,2,2,1,0,0,0,40,40,0
65,5,261334,5,7,13,2,1,0,0,0,40,40,0
55,5,160303,9,7,2,3,1,0,0,0,40,40,0
49,5,50474,9,3,5,1,1,1,0,0,40,40,0
27,5,321577,9,5,8,4,0,0,0,0,40,40,0
41,5,29591,9,1,13,2,1,1,0,0,30,40,0
33,7,334744,10,3,4,1,1,1,0,0,50,40,1
22,7,269474,9,5,6,4,1,1,0,0,40,40,0
41,5,287306,9,3,11,1,1,1,0,1902,40,40,1
66,5,33619,9,3,9,1,0,1,0,0,4,40,0
38,5,149347,10,1,13,2,1,1,0,0,60,40,0
43,5,96249,9,3,8,1,1,1,0,0,42,40,1
40,3,370502,10,3,7,1,1,1,0,0,40,27,0
32,5,188246,10,3,13,1,1,1,0,0,40,40,1
30,5,167558,9,5,13,5,1,0,0,0,35,27,0
35,5,292185,13,3,2,1,1,1,0,0,40,40,0
41,5,101593,14,3,11,1,1,1,15024,0,50,40,1
33,3,70164,13,5,11,2,0,1,0,0,60,40,0
36,5,269722,13,3,5,1,1,1,0,0,55,40,1
33,7,175502,13,3,11,1,1,1,0,0,60,40,0
53,5,233165,9,3,5,1,1,1,0,0,60,40,1
27,5,177351,13,5,13,2,1,1,0,0,45,40,0
22,5,212114,13,5,7,4,1,0,0,0,15,40,0
26,5,288959,9,3,13,1,0,1,0,0,36,40,0
64,5,231619,9,3,13,6,1,0,0,0,21,40,0
48,5,146919,10,1,2,5,1,0,0,0,45,40,0
23,5,388811,9,5,2,4,1,0,0,0,40,40,0
26,5,243560,10,5,13,5,1,0,0,0,40,1,0
35,7,98360,13,3,11,1,1,1,0,0,40,40,0
46,5,369538,10,3,13,1,1,1,0,0,40,40,1
65,7,31740,10,7,5,5,1,0,0,0,45,40,0
53,5,223660,9,7,8,2,1,1,6849,0,40,40,0
18,5,333611,3,5,9,3,1,1,0,0,54,27,0
34,7,108247,15,3,11,1,1,1,0,0,55,40,1
28,5,76129,9,5,8,5,1,0,0,0,40,14,0
37,5,91711,13,3,5,1,1,1,0,0,60,40,1
61,1,166855,13,3,1,1,1,1,0,0,10,40,0
59,5,182062,13,3,11,1,1,1,5013,0,40,40,0
32,5,252752,14,5,5,2,1,0,13550,0,60,40,1
31,5,43953,13,3,11,6,1,0,0,0,35,40,0
25,3,84224,13,5,11,2,1,0,0,0,40,40,0
81,5,100675,2,3,11,1,1,1,0,0,15,32,0
47,5,155509,9,6,9,3,0,0,0,0,35,40,0
39,5,29814,9,3,4,1,1,1,0,0,40,40,0
37,5,241805,10,3,9,1,0,1,0,0,30,40,0
44,5,214838,9,3,8,1,1,1,0,0,45,40,1
37,5,240810,12,3,4,1,1,1,0,0,45,40,0
41,5,154076,10,3,2,1,1,1,0,0,50,40,1
27,1,175552,3,3,1,6,1,0,0,0,40,27,0
55,5,170287,10,3,11,1,1,1,0,0,40,32,1
60,5,145995,13,3,13,1,1,1,0,0,40,40,1
22,5,433669,12,5,7,2,1,1,0,0,36,1,0
23,5,233626,13,5,13,2,1,1,0,0,25,40,0
19,5,607799,9,5,8,2,1,0,0,0,60,40,0
45,5,88500,10,3,8,1,1,1,0,0,44,40,1
36,5,127809,9,6,9,5,0,0,0,0,30,40,0
46,5,243743,13,3,11,1,1,1,0,0,40,40,1
48,5,177211,7,3,8,1,1,1,0,0,40,40,0
39,7,231180,9,3,9,1,1,1,0,0,50,40,0
29,5,253856,13,3,15,1,1,1,0,0,20,40,0
39,5,177075,9,1,2,2,1,0,0,0,40,40,0
26,5,152855,9,5,5,4,0,0,0,0,40,27,0
37,5,191137,12,1,11,5,1,1,0,0,25,40,0
49,5,255559,10,3,2,6,1,0,0,0,40,40,1
27,5,169815,13,5,13,4,1,1,0,0,40,40,0
28,5,221215,6,5,7,3,1,1,0,0,40,27,0
35,5,270059,10,1,13,5,1,0,0,0,30,40,0
54,1,31588,9,3,1,1,1,1,2635,0,40,40,0
17,5,345403,6,5,9,4,1,1,0,0,40,40,0
18,5,194897,9,5,7,4,0,1,0,0,40,40,0
33,5,388741,10,5,2,5,0,0,0,0,38,40,0
33,5,355856,12,3,13,1,0,1,0,0,60,40,0
51,5,122109,10,3,2,6,1,0,0,0,35,40,0
49,5,75673,9,5,2,4,0,0,0,0,40,40,0
49,6,141058,10,1,5,2,1,1,0,2339,50,40,0
41,5,47902,10,3,13,1,1,1,0,0,35,40,1
64,5,221343,2,1,10,2,1,0,0,0,12,40,0
40,5,255675,10,3,11,1,1,1,0,0,40,40,1
49,2,203505,9,7,2,2,1,0,0,0,40,40,0
23,5,125106,13,5,11,4,1,0,0,0,40,40,0
34,5,139890,10,1,2,5,1,0,0,0,40,40,0
38,5,76878,7,3,4,1,1,1,5178,0,40,40,1
47,7,28035,10,3,6,1,1,1,0,0,86,40,0
30,5,43953,9,5,2,3,1,0,0,1974,40,40,0
36,5,163237,12,3,2,1,1,1,0,0,40,40,1
23,3,55890,13,5,11,2,1,0,0,0,40,40,0
47,7,255934,10,3,5,1,1,1,0,0,80,40,0
61,5,168654,9,1,2,2,1,0,0,0,40,3,0
47,7,39986,13,3,13,1,1,1,0,0,40,40,0
56,5,208451,13,3,11,1,1,1,0,0,40,40,1
20,5,206681,8,5,13,2,1,0,0,0,55,40,0
33,5,117779,9,3,8,6,1,0,0,0,46,40,1
36,7,129150,9,3,6,1,1,1,0,0,50,40,1
38,1,177273,9,3,1,6,1,0,0,0,35,40,0
34,3,226443,10,3,12,1,1,1,0,0,40,40,1
56,5,146326,9,3,15,1,1,1,0,0,50,40,0
32,5,187901,11,5,5,2,1,0,0,0,23,40,0
26,5,97153,12,3,8,1,1,1,5178,0,40,40,1
49,5,188694,13,5,5,2,1,1,0,0,40,40,1
71,5,187493,9,3,12,1,1,1,0,0,40,40,1
19,5,212468,10,5,9,4,1,0,0,0,15,40,0
20,5,84726,10,5,14,2,1,0,0,0,40,40,0
42,5,137907,9,1,2,5,1,0,0,0,35,40,0
51,5,34361,10,3,5,6,1,0,0,0,20,40,1
38,5,254114,10,4,11,4,0,0,0,0,40,40,0
38,5,170174,6,3,8,1,1,1,0,0,40,40,1
35,7,190895,13,1,5,2,1,1,0,0,25,40,0
24,3,317443,13,3,11,6,0,0,0,0,40,40,0
40,5,375603,9,1,2,5,0,1,0,0,40,40,0
21,5,203076,9,5,7,4,1,1,0,0,35,40,0
49,5,53893,9,1,15,2,1,1,0,0,40,40,0
18,1,171748,10,5,1,4,0,0,0,0,24,40,0
54,5,167770,9,3,5,1,1,1,0,1902,55,40,1
52,5,204584,13,4,5,2,1,0,0,0,42,40,0
27,5,660870,13,5,11,2,1,0,0,0,60,40,0
20,5,105686,9,5,8,2,1,1,0,0,40,40,0
38,1,70282,14,3,1,6,0,0,15024,0,2,40,1
31,5,148607,10,1,8,2,1,1,0,0,40,40,0
25,5,255849,9,5,2,4,1,0,0,0,40,40,0
19,2,255921,10,5,7,4,1,1,0,0,20,10,0
33,5,113326,10,3,4,1,1,1,0,0,50,40,0
23,5,440456,13,5,9,2,1,1,0,0,40,40,0
34,5,105493,14,1,11,5,1,0,0,0,40,40,0
42,5,259757,13,1,11,5,1,1,0,653,50,40,1
37,3,89491,14,1,5,2,1,0,0,0,40,40,0
25,5,171818,13,5,5,4,1,0,0,0,40,40,0
40,5,51151,11,3,4,1,1,1,0,0,40,40,0
33,7,188957,13,5,13,2,1,0,0,0,40,40,0
31,5,97933,10,5,2,2,1,0,0,0,40,40,0
32,6,195447,13,3,13,1,1,1,0,0,45,40,0
63,1,46907,13,3,1,1,1,1,0,0,8,40,1
54,6,383365,13,3,13,1,1,1,0,0,70,40,1
32,7,203408,9,3,4,1,1,1,0,0,44,40,0
29,3,148182,9,3,15,1,0,1,0,0,40,40,0
26,3,211497,10,3,11,1,1,1,0,0,40,40,0
39,7,48063,10,3,6,1,1,1,0,0,60,40,0
57,5,211804,13,3,11,1,1,1,3103,0,50,40,1
54,5,185407,10,3,6,1,1,1,0,0,40,40,0
57,5,225927,6,3,8,1,1,1,0,0,40,40,0
23,2,314525,13,5,11,2,1,1,0,0,40,40,0
27,7,208577,10,3,5,1,1,1,0,0,45,40,1
42,5,222884,13,5,5,2,1,1,0,0,55,40,1
31,5,209538,6,3,4,1,1,1,0,0,40,40,0
49,3,177114,14,1,11,2,1,0,0,0,60,40,0
50,5,173754,9,3,4,1,1,1,0,0,40,40,0
46,3,121370,9,1,2,5,1,0,0,0,30,40,0
37,5,67125,9,1,13,2,1,1,0,0,60,40,0
26,5,67240,9,3,4,1,1,1,0,0,40,40,0
27,5,198346,13,1,2,2,1,0,0,0,35,40,0
24,5,141003,10,5,5,4,1,1,0,0,25,40,0
24,6,60668,9,5,4,4,1,1,0,0,40,40,0
29,5,104256,9,1,13,2,1,0,0,0,34,40,0
47,5,131002,13,3,11,1,1,1,0,0,50,40,1
33,7,155151,10,3,13,1,1,1,0,1740,50,40,0
26,5,177720,12,1,11,5,1,0,0,0,45,40,0
20,5,39615,10,5,4,4,1,1,0,0,40,40,0
25,5,203871,11,3,11,6,1,0,0,1887,40,40,1
57,8,25045,13,1,2,5,1,1,2174,0,37,40,0
36,5,112264,9,3,15,1,1,1,0,0,50,40,0
25,5,169100,14,3,5,1,1,1,0,0,40,40,0
46,5,155659,13,3,8,1,1,1,0,0,40,12,1
39,5,291665,9,3,2,1,1,1,4508,0,24,40,0
29,5,224215,10,3,4,1,1,1,0,0,40,40,1
18,5,270502,7,5,5,4,1,0,0,0,20,40,0
46,5,125487,11,3,14,1,1,1,0,0,40,40,0
61,5,51385,13,3,13,1,1,1,0,0,50,40,1
41,5,112763,9,7,13,2,1,0,0,0,40,40,0
50,5,108926,10,1,8,2,0,0,0,0,40,40,0
53,5,366957,13,3,5,1,0,1,99999,0,50,20,1
36,3,109766,13,5,12,2,1,1,0,0,60,40,0
38,5,226106,10,5,2,5,0,0,0,0,40,40,0
75,7,92792,9,3,13,1,1,1,0,0,35,40,0
26,5,186950,11,3,2,6,1,0,0,0,40,40,1
44,5,230478,13,3,5,1,1,1,0,0,40,40,1
25,5,231638,9,5,2,4,1,0,0,0,40,40,0
31,5,120461,10,5,13,4,1,0,0,0,40,40,0
49,5,33673,8,5,15,2,0,1,0,0,35,40,0
34,5,191385,9,3,8,1,1,1,0,0,48,40,0
31,7,229946,9,3,11,1,1,1,0,0,40,5,0
47,7,160131,10,1,4,2,1,1,0,0,40,40,0
38,5,190895,13,3,5,1,1,1,7298,0,50,40,1
18,5,126021,9,5,4,4,1,0,0,0,20,40,0
47,5,27815,5,1,9,2,1,0,0,1719,30,40,0
42,5,203542,9,5,4,2,1,1,0,0,40,40,0
29,5,144592,13,5,13,4,1,1,0,0,40,40,0
38,3,223004,10,1,12,2,1,1,0,0,75,40,0
22,5,183257,10,5,13,4,0,0,0,0,20,40,0
32,5,172714,9,5,4,4,1,1,0,0,40,40,0
20,5,131611,10,5,2,4,1,1,0,0,48,40,0
41,5,253060,15,3,13,1,1,1,0,0,50,40,0
46,5,471990,9,3,15,1,0,1,0,0,46,40,1
44,5,138966,9,3,2,6,1,0,0,0,38,40,0
35,5,385412,13,5,2,2,1,0,0,0,40,40,0
18,1,184101,10,5,1,4,1,1,0,0,25,40,0
60,5,103344,9,3,4,1,1,1,15024,0,40,40,1
36,3,135786,5,3,4,1,1,1,0,0,25,40,0
30,5,227359,10,5,4,5,1,1,0,0,40,40,0
40,8,86912,16,3,11,1,1,1,0,0,50,40,1
21,5,83033,10,5,2,4,1,0,2176,0,20,40,0
25,5,172581,13,5,11,2,1,0,0,0,40,40,0
56,8,274111,14,1,11,2,1,1,0,1669,40,40,0
42,5,187795,10,3,5,1,1,1,99999,0,55,40,1
26,5,483822,4,5,7,5,1,1,0,0,40,14,0
66,6,220543,9,3,2,6,1,0,0,0,40,40,1
48,5,152953,4,3,4,1,1,1,0,0,32,7,0
35,5,239755,10,5,13,5,1,1,0,0,50,40,0
41,5,177905,14,3,11,1,1,1,0,0,45,40,1
19,5,200136,10,5,13,4,1,0,0,0,20,40,0
55,7,111625,9,3,13,1,1,1,0,0,40,40,0
42,7,336513,13,3,4,1,1,1,15024,0,60,40,1
45,5,162915,10,1,15,2,1,1,0,0,50,40,0
29,5,116662,13,5,7,2,1,1,0,0,40,40,0
42,7,24763,16,3,11,1,1,1,15024,0,40,40,1
65,5,225580,9,1,13,2,1,0,0,0,20,40,0
30,5,169104,12,5,9,3,0,1,0,0,40,41,0
43,5,212894,10,3,4,1,1,1,0,0,40,40,0
61,5,93997,4,3,8,1,1,1,0,0,40,23,0
22,5,189924,10,5,9,2,1,0,0,0,50,40,0
23,5,274424,7,6,9,5,1,0,0,0,40,40,0
34,5,188246,9,3,8,1,1,1,0,0,40,40,0
51,5,284211,9,7,11,5,1,0,0,0,35,40,0
21,5,198259,10,5,2,4,1,0,0,0,15,40,0
31,5,368517,12,5,11,2,0,1,0,0,40,40,0
34,5,168768,12,5,2,2,1,0,0,0,35,40,0
33,2,122220,10,3,5,6,0,0,0,0,40,40,1
32,5,136204,14,6,5,2,1,1,0,2824,55,40,1
44,5,175641,7,3,13,1,1,1,0,0,40,40,1
21,8,173324,10,5,9,4,0,1,0,0,20,40,0
75,3,31195,9,1,2,2,1,0,0,0,20,40,0
55,2,88876,14,3,5,1,0,1,0,0,60,40,1
43,7,176069,9,3,9,6,1,0,0,0,16,40,0
31,5,215297,9,3,4,1,1,1,0,0,45,40,0
41,5,198425,10,3,4,1,1,1,0,0,45,40,0
26,3,180957,14,5,11,2,1,1,0,0,50,40,0
23,5,206129,11,5,4,5,0,0,0,0,40,40,0
42,2,65950,9,1,2,5,0,0,0,0,40,40,0
29,5,197618,9,5,2,2,1,0,0,0,40,40,0
21,5,185357,9,5,2,2,1,1,0,0,50,40,0
28,5,134890,13,5,5,4,1,1,0,0,40,40,0
64,1,193043,9,3,1,1,1,1,0,0,40,40,0
35,2,153633,10,5,9,5,0,0,0,0,40,40,0
65,5,115890,13,3,15,1,1,1,0,0,20,40,0
34,5,394447,13,5,11,2,1,1,2463,0,50,11,0
