age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income-per-year
19,3,306225,9,1,3,4,1,1,0,0,25,1,0
35,3,330664,9,3,8,1,1,1,0,0,40,1,0
43,3,191765,9,3,11,5,0,0,0,0,35,1,0
45,3,289353,9,2,8,2,0,1,0,0,24,1,0
25,3,53147,13,1,2,4,0,1,0,0,50,1,0
39,2,122353,13,2,2,2,1,1,0,0,40,1,0
26,3,188767,9,1,3,1,1,1,0,0,40,1,0
60,3,239576,14,2,8,2,1,1,0,0,10,1,0
52,5,155141,16,2,4,3,1,0,0,0,40,1,1
22,3,64520,8,1,8,5,1,1,0,0,30,1,0
23,3,478994,10,1,5,4,1,0,0,0,40,1,0
46,3,155654,9,2,5,3,1,0,0,0,40,1,0
34,2,124052,13,2,6,2,1,1,0,0,30,1,0
39,3,245053,13,2,4,2,1,1,0,0,50,1,1
38,3,183585,9,1,4,1,1,0,0,0,40,1,0
56,2,323639,14,2,2,2,1,1,0,0,25,1,0
55,4,186791,9,3,1,1,1,0,0,0,40,1,0
40,3,284303,10,2,2,3,1,0,7688,0,40,1,1
23,3,186666,10,1,10,1,1,1,0,0,40,1,0
39,3,200153,13,3,1,1,1,1,0,0,40,1,0
24,3,180931,13,2,6,2,0,1,0,0,30,1,0
51,2,183173,9,2,6,2,1,1,0,0,40,1,1
47,7,120131,13,2,2,2,1,1,0,0,50,2,1
25,2,263300,9,1,9,1,1,1,0,0,50,1,0
34,3,226443,15,2,4,2,1,1,0,0,55,1,1
18,3,404868,7,1,6,4,0,0,0,1602,20,1,0
19,3,208506,10,1,2,4,1,0,0,0,28,1,0
32,3,46746,10,3,7,5,1,1,0,0,40,1,0
49,3,246183,9,2,6,2,1,1,0,0,40,1,1
40,6,165309,4,5,12,1,1,0,0,0,8,1,0
43,3,122749,9,2,7,2,1,1,0,0,55,1,0
71,7,38822,14,2,2,2,1,1,99999,0,40,1,1
59,3,167963,9,1,1,5,1,1,0,0,40,1,0
32,3,273241,13,2,2,3,1,0,0,0,40,1,1
25,3,120238,13,1,2,1,1,1,0,0,40,1,0
32,3,167990,9,2,2,2,1,1,0,0,40,40,0
17,3,225507,7,1,3,1,0,0,0,0,15,1,0
57,7,125000,15,2,4,2,1,1,0,0,35,1,1
17,2,174120,8,1,3,4,1,1,0,0,15,1,0
27,3,230959,13,1,11,4,0,0,0,0,40,14,0
41,5,132125,9,2,13,2,1,1,0,0,40,1,0
62,6,68461,16,2,12,2,0,1,0,0,40,1,1
19,3,227178,7,1,6,1,1,0,0,0,25,1,0
41,3,165798,3,3,5,5,1,0,0,0,40,8,0
39,3,129573,13,1,2,1,1,1,0,0,50,1,1
30,3,224377,9,1,7,1,1,1,0,0,40,1,0
37,3,179481,13,2,10,2,1,1,0,0,40,1,1
18,3,434268,7,1,1,4,1,0,0,0,15,1,0
40,2,173716,13,2,6,2,1,1,0,0,45,1,1
38,7,244803,10,2,6,2,1,1,0,1485,60,2,1
24,3,114230,9,1,6,6,1,1,0,0,40,1,0
33,3,188661,9,2,7,2,1,1,0,0,50,1,0
48,3,216093,13,2,3,2,1,1,0,0,40,1,0
51,3,124963,13,2,6,2,1,1,0,0,40,1,1
48,3,85341,9,2,7,2,1,1,0,0,40,1,0
43,3,193490,4,2,7,2,1,1,0,0,45,1,0
34,3,80058,15,1,2,4,1,1,0,0,50,1,0
41,3,139907,11,5,7,1,1,1,0,0,30,1,0
51,7,54342,15,3,4,1,1,1,27828,0,60,1,1
25,3,188767,9,1,7,4,1,1,0,0,40,1,0
20,3,117222,9,1,5,4,1,1,0,0,50,1,0
61,7,171831,9,2,2,2,1,1,2829,0,45,1,0
35,3,187119,10,3,2,1,1,0,0,0,70,1,0
42,5,97277,14,3,4,5,1,0,0,0,40,1,0
26,5,219760,9,1,5,6,1,1,0,0,16,1,0
46,3,63299,9,2,5,2,1,1,0,0,50,1,0
39,1,171482,13,1,4,1,1,1,0,0,40,1,1
18,6,344742,6,1,12,4,1,1,0,0,40,1,0
29,3,210869,10,1,6,4,0,1,0,0,80,1,0
39,3,38312,10,4,7,5,1,1,0,0,40,1,1
47,3,119939,9,2,7,2,1,1,0,0,40,1,1
40,3,83953,10,2,8,2,1,1,0,0,50,1,1
43,1,101383,9,2,7,2,1,1,0,0,40,1,1
32,3,204374,9,3,3,1,1,1,0,0,40,1,0
31,3,176831,6,3,6,6,1,0,0,0,40,1,0
19,6,60688,10,1,12,4,1,1,0,0,35,1,0
44,4,251305,12,2,1,2,1,1,0,0,40,1,1
46,5,200947,13,2,13,2,1,1,0,0,40,1,1
53,2,46704,14,2,4,2,1,1,0,0,50,1,1
43,3,119721,13,2,2,2,1,1,0,0,40,1,0
41,1,58930,13,1,4,1,1,0,0,0,40,1,0
35,3,247750,9,7,5,5,0,1,0,0,40,1,0
48,3,67725,13,2,6,2,1,1,0,0,45,1,0
28,1,200775,14,2,2,3,1,0,0,0,40,1,0
44,3,183542,13,7,4,5,1,0,0,0,32,1,0
20,6,25139,10,1,12,4,1,0,0,0,40,1,0
51,5,123325,15,7,4,1,1,0,0,0,40,1,0
28,3,269786,9,1,8,5,1,1,0,0,50,1,0
36,3,51089,13,1,7,1,1,1,0,0,60,1,0
28,3,136985,9,2,5,2,1,1,0,0,35,1,0
21,3,129350,10,1,6,4,1,1,0,0,40,1,0
34,6,35595,13,2,12,2,1,1,0,0,30,1,0
36,5,61299,10,2,7,2,1,1,0,0,40,1,0
25,6,192321,12,1,12,4,1,0,0,0,80,1,0
31,3,257644,9,1,4,1,1,1,0,0,43,1,0
44,2,70884,9,2,9,2,1,1,0,0,60,1,0
49,5,159726,7,3,3,5,1,1,0,0,40,1,0
40,3,174395,9,2,7,2,1,1,0,0,40,1,0
64,4,175534,16,2,4,2,0,1,0,0,40,29,1
54,5,173050,14,2,4,2,1,1,7688,0,40,1,1
27,3,32519,10,2,6,2,0,1,0,0,55,7,0
18,3,322999,10,1,5,4,1,0,0,0,20,1,0
68,3,148874,5,2,7,2,0,1,0,0,44,1,0
64,3,43738,16,7,4,1,1,1,0,0,80,1,1
36,3,195385,9,2,8,2,0,1,0,0,40,1,0
21,3,149809,9,1,9,4,1,1,0,0,24,1,0
22,3,51985,10,1,7,4,1,1,0,0,30,1,0
61,3,105384,13,2,4,2,1,1,0,0,40,1,0
24,3,137591,10,1,6,4,1,1,0,0,10,36,0
49,1,324791,13,2,4,2,1,1,0,0,50,1,1
25,3,184303,10,5,15,6,1,0,0,0,30,26,0
66,6,314347,9,2,12,2,0,1,0,0,40,1,0
29,3,274010,10,1,4,1,1,1,0,0,45,1,0
22,3,321031,9,1,6,4,0,0,0,0,40,1,0
57,4,313929,10,2,4,2,0,1,0,0,40,1,0
41,3,394669,13,1,4,1,1,0,0,1741,40,1,0
29,3,152951,9,2,7,2,1,1,0,0,40,1,1
20,3,247115,10,1,1,5,0,0,0,0,35,1,0
47,3,175958,15,2,6,2,1,1,0,0,45,1,1
22,3,109039,9,1,2,1,1,0,0,0,55,1,0
59,7,141326,11,3,4,1,1,1,0,0,50,1,1
42,1,74334,14,2,1,2,0,1,0,0,40,1,1
64,2,47462,10,1,4,1,1,0,0,0,35,1,0
29,4,182344,9,4,5,5,0,1,0,0,40,1,0
25,1,295912,10,1,7,1,1,1,0,0,20,1,0
62,3,311495,10,3,2,1,1,0,0,0,40,1,0
44,3,236746,14,3,2,1,1,1,10520,0,45,1,1
21,3,187643,9,5,5,1,1,0,0,0,40,1,0
60,3,282923,10,2,4,2,1,1,7298,0,40,1,1
46,3,501671,6,3,10,5,0,1,0,0,40,1,0
44,4,29591,13,3,11,1,1,1,0,2258,40,1,1
21,3,301556,9,1,5,4,1,0,0,0,19,1,0
18,3,187240,7,1,3,4,1,1,0,0,18,1,0
39,3,219483,13,2,4,3,1,0,5013,0,32,1,0
33,3,594187,14,2,4,2,1,1,0,0,45,1,1
63,3,200474,2,3,8,1,1,1,0,0,40,1,0
52,5,152795,9,2,13,2,1,1,0,0,52,1,1
17,3,230789,5,1,6,4,0,1,0,0,22,1,0
45,7,311231,15,2,4,2,1,1,0,1485,50,1,1
31,3,114691,9,1,6,4,1,1,0,0,40,1,0
35,3,194591,10,2,11,2,1,1,0,0,40,1,0
31,3,114691,9,2,10,2,1,1,0,0,40,1,1
51,1,42017,10,3,4,1,1,0,0,0,40,1,0
48,5,383384,9,2,7,2,1,1,0,0,60,1,0
28,3,29444,9,2,3,2,0,1,0,0,40,1,0
42,4,53727,9,2,8,2,1,1,0,0,40,5,0
38,3,277022,10,3,1,5,1,0,0,0,40,17,0
43,5,113324,13,2,4,2,1,1,0,0,40,1,1
30,3,342709,9,2,3,2,1,1,0,0,40,1,0
24,3,179203,8,1,6,6,1,1,0,0,55,1,0
46,3,251474,13,2,2,2,1,1,0,0,60,1,1
50,3,93730,6,2,8,2,1,1,0,0,60,1,0
22,3,37894,9,5,5,6,1,1,0,0,35,1,0
18,1,272918,9,1,1,4,0,1,0,0,15,1,0
53,3,151411,13,2,4,2,1,1,0,0,45,1,1
40,3,210648,13,2,4,2,1,1,0,0,44,1,1
36,2,347491,16,2,4,2,1,1,0,0,35,1,0
32,3,255885,13,2,2,2,1,1,0,0,43,1,1
39,3,356838,9,1,9,4,1,1,0,0,12,1,0
46,3,216164,9,2,3,2,1,1,0,0,40,1,0
26,5,288781,13,1,1,1,1,1,0,0,42,1,0
19,3,439779,10,1,6,4,1,1,0,0,15,1,0
24,3,161638,9,2,10,1,1,0,0,0,40,20,0
28,3,190525,14,1,4,4,1,1,0,0,40,1,0
25,5,276249,14,1,4,4,1,0,0,0,40,1,0
44,3,147265,10,2,2,2,1,1,0,0,40,1,1
38,3,245090,9,2,7,2,1,1,0,0,40,37,0
42,1,219682,14,3,2,1,1,1,0,0,45,1,0
28,3,392100,9,2,7,4,1,1,0,0,40,1,0
36,3,358682,13,1,2,6,1,1,0,0,50,5,0
47,3,262244,13,1,6,1,0,1,0,0,60,1,1
46,3,171228,9,2,10,2,1,1,3411,0,35,28,0
21,5,218445,10,1,1,4,1,0,0,0,40,6,0
19,6,182609,9,1,12,4,0,0,0,0,25,1,0
35,3,509462,13,1,2,1,1,0,0,0,45,1,0
26,3,213258,9,2,7,2,1,1,0,0,40,1,0
21,3,118401,10,1,5,1,1,0,0,0,30,1,0
67,2,45814,4,2,9,2,1,1,0,0,40,1,0
54,3,329733,9,1,2,5,1,1,0,0,40,1,1
26,3,29957,14,1,11,6,1,1,0,0,25,1,0
51,3,215854,13,3,4,1,1,0,0,0,50,1,0
27,3,327766,10,3,7,1,1,1,0,0,45,1,0
27,3,405765,9,2,7,2,1,1,0,0,40,5,1
39,3,80680,10,3,10,4,1,0,0,0,40,1,0
32,3,177792,13,3,2,1,1,0,0,0,48,1,1
52,3,273514,9,5,7,1,1,1,0,0,40,1,0
21,3,202373,10,2,3,2,0,1,0,0,40,1,0
27,5,332785,9,1,13,4,1,1,0,0,38,1,0
46,3,149640,4,4,8,1,1,1,0,0,45,1,0
42,3,40151,11,2,5,2,1,1,0,0,30,1,0
79,7,183686,13,2,6,2,1,1,0,0,20,1,1
50,4,32801,13,2,2,3,0,0,0,0,40,1,1
19,6,195282,9,1,12,4,0,0,0,0,20,1,0
43,4,134026,10,1,1,6,1,1,2174,0,40,1,0
51,5,96678,14,2,4,2,1,1,0,0,60,1,0
45,3,174533,10,2,8,2,1,1,7298,0,50,1,1
65,3,180807,9,5,13,1,1,1,991,0,20,1,0
66,3,186324,13,2,6,2,1,1,0,0,5,1,1
36,2,257250,11,2,9,2,1,1,0,0,99,1,0
26,3,212800,12,1,4,4,1,0,0,0,36,1,0
28,3,55360,10,1,6,1,0,1,0,0,50,1,0
39,2,195253,15,2,4,2,1,1,0,0,45,1,1
43,3,45156,10,2,8,2,1,1,0,0,60,1,0
20,3,435469,9,1,5,4,1,0,0,0,40,6,0
29,3,231287,10,3,11,5,1,1,0,0,40,1,0
32,3,168854,13,2,6,2,1,1,0,1848,50,1,1
44,2,185057,13,3,2,1,1,0,3325,0,40,1,0
18,6,91670,10,1,12,4,0,0,0,0,40,1,0
60,3,165517,10,2,3,2,1,1,0,0,40,1,0
34,3,73161,9,2,6,2,1,1,0,0,40,1,1
60,3,178792,9,7,3,1,1,0,0,0,40,1,0
38,3,32897,7,3,6,5,1,0,0,0,40,1,0
29,3,250967,11,2,10,2,1,1,0,0,40,1,0
41,3,41901,10,1,7,1,1,1,0,1408,40,1,0
49,3,379779,13,3,2,1,1,0,0,0,40,1,0
37,3,217838,3,5,5,5,1,0,0,0,40,6,0
37,2,137527,16,1,4,1,1,0,0,2559,60,1,1
43,3,198965,10,2,6,2,1,1,0,0,38,1,1
41,3,70645,14,7,4,1,1,0,4650,0,55,1,0
37,3,220644,9,3,5,5,0,0,0,0,40,5,0
19,3,175081,5,1,7,6,1,1,0,0,60,1,0
29,3,180299,10,2,8,2,1,1,0,0,35,1,0
40,2,548664,9,2,7,2,1,1,0,0,15,1,0
53,3,278114,4,2,2,2,1,1,0,0,40,1,1
27,3,394927,13,2,6,2,1,1,0,0,55,1,0
44,2,127482,9,2,7,2,1,1,7298,0,50,10,1
29,3,236938,12,3,7,5,1,0,0,0,38,1,0
25,3,232991,3,2,10,2,0,1,0,0,40,6,0
38,3,34378,9,2,6,2,1,1,0,0,55,1,0
48,7,81513,13,2,2,2,1,1,0,0,50,1,1
18,3,106780,10,1,5,4,1,0,0,0,12,1,0
50,3,178596,9,3,7,5,1,1,0,1408,50,1,0
37,3,329026,9,2,1,3,1,0,0,0,40,1,1
48,3,26490,13,7,5,5,1,0,0,0,20,1,0
50,3,338033,10,1,5,1,1,1,0,0,32,1,0
74,6,169303,9,2,12,2,1,1,6767,0,6,1,0
24,3,21154,10,1,1,4,1,0,0,0,30,1,0
34,3,209449,10,2,11,2,0,1,0,0,40,1,1
19,3,389143,10,1,6,4,1,1,0,0,40,1,0
39,3,101260,9,1,10,4,1,1,0,0,40,1,0
40,3,198270,10,3,5,1,1,0,0,0,40,1,0
30,3,45781,9,1,1,5,1,0,0,0,40,1,0
27,3,134566,9,1,1,1,1,1,0,0,40,1,0
23,6,283806,5,3,12,1,1,0,0,0,35,1,0
68,6,286869,4,7,12,1,1,0,0,1668,40,5,0
46,3,422813,10,2,1,2,1,1,0,0,40,1,1
24,5,103277,13,1,4,4,1,0,0,0,50,1,0
18,3,201871,8,1,5,4,1,1,0,0,20,1,0
50,2,167728,16,2,4,2,1,1,0,0,60,1,1
42,3,211517,7,2,10,2,1,1,0,0,40,1,0
42,3,118212,5,2,8,2,1,1,0,0,40,1,0
37,3,259846,11,2,1,2,1,1,3471,0,40,1,0
57,3,98926,10,7,11,1,1,0,0,0,16,1,0
27,3,207352,13,2,11,2,0,1,0,0,40,4,1
31,3,206609,6,2,10,2,1,1,0,0,40,1,0
34,5,104509,14,5,4,5,1,0,0,0,40,1,0
55,2,170350,9,3,5,6,1,0,0,0,40,1,0
56,3,183884,7,2,10,2,1,1,0,0,40,1,0
36,1,110964,13,2,4,3,1,0,0,1672,38,1,0
35,1,154410,10,1,9,4,1,1,0,0,40,1,0
63,6,257659,14,1,12,1,1,0,0,0,3,1,0
28,3,274679,14,1,4,1,1,1,0,0,50,1,0
38,3,252662,13,3,2,1,1,1,0,0,40,1,0
30,7,356689,9,2,3,2,1,1,0,0,60,1,0
18,3,205218,10,1,5,4,1,0,0,0,20,1,0
35,3,241306,11,2,11,2,1,1,0,0,40,1,1
53,3,139127,9,3,5,1,1,0,0,0,40,1,0
46,3,175625,15,3,4,5,1,0,0,0,40,1,0
45,3,206459,10,2,1,2,1,1,0,0,40,1,0
35,3,176123,6,2,5,2,0,1,0,0,60,4,0
41,3,111483,9,1,1,4,1,1,0,0,40,1,0
60,2,106118,9,2,6,2,1,1,0,0,70,1,1
18,3,77845,10,1,1,4,1,1,0,1602,15,1,0
19,3,162094,9,1,10,4,1,1,0,0,40,1,0
24,3,216469,9,2,10,2,1,1,0,1579,50,1,0
56,5,381965,13,2,4,2,1,1,15024,0,40,1,1
28,3,145284,9,3,8,1,1,1,0,0,70,1,0
29,3,242482,9,1,5,1,1,1,0,0,32,1,0
35,2,160192,10,1,7,4,1,1,0,0,40,1,0
27,6,280699,10,1,12,5,1,0,0,0,40,1,0
55,3,175942,16,2,4,2,1,1,0,1977,55,5,1
18,3,156950,9,1,1,4,1,1,0,0,35,1,0
53,3,215572,9,1,7,1,1,1,0,0,40,1,0
26,3,173593,14,2,10,2,1,1,0,0,20,11,0
55,3,193374,10,2,11,2,1,1,0,0,40,1,1
45,5,334039,10,2,2,2,1,1,0,0,40,1,1
28,3,337664,9,1,10,4,1,1,0,0,40,1,0
32,3,113504,13,2,2,2,1,1,0,0,40,1,1
27,3,177072,9,1,3,4,1,1,0,0,40,1,0
35,3,174503,9,3,7,1,1,0,0,0,40,1,0
36,3,214807,9,3,3,5,1,0,0,0,37,1,0
41,3,222596,13,2,6,2,1,1,15024,0,45,1,1
23,3,100345,13,1,6,4,1,1,0,0,20,1,0
22,3,409230,8,1,8,6,1,1,0,0,40,1,0
36,2,112497,15,3,4,5,1,1,25236,0,40,1,1
65,7,115922,13,2,2,2,1,1,0,0,40,1,1
59,6,375049,9,2,12,2,1,1,0,0,41,1,1
25,3,243560,9,1,6,4,1,0,0,0,40,17,0
33,5,182971,10,2,13,2,1,1,0,1887,40,1,1
31,3,127215,10,2,6,2,1,1,0,0,40,1,0
50,1,276241,13,2,2,2,1,1,0,0,40,1,1
49,1,175109,10,2,4,2,1,1,0,0,50,1,1
43,3,498079,13,3,2,5,1,0,0,0,40,1,0
23,4,344394,10,2,1,6,1,0,0,0,40,1,0
34,3,99872,14,2,2,2,0,1,3103,0,40,4,1
23,3,245302,10,3,6,4,0,0,0,0,40,1,0
63,3,43313,6,2,7,2,1,1,0,0,40,1,0
33,3,188467,9,1,9,1,1,1,0,0,40,1,0
51,7,351278,13,3,9,5,1,1,0,0,50,1,0
31,3,182246,9,3,7,1,1,1,0,0,45,1,0
32,3,79870,10,2,2,4,1,0,2597,0,40,30,0
48,6,353824,10,2,12,2,1,1,0,0,40,5,1
31,3,387116,10,1,1,1,0,0,0,0,36,3,0
47,3,34248,11,2,6,2,1,1,0,0,40,1,1
54,1,198741,10,2,13,2,1,1,0,0,40,1,1
23,3,32950,10,1,6,1,1,1,0,0,40,1,0
34,3,381153,9,2,2,2,1,1,0,0,40,1,1
46,3,100067,7,2,5,3,0,0,0,0,35,1,1
34,3,208785,12,3,6,1,1,1,0,0,50,1,1
31,3,61559,9,1,5,1,1,1,0,0,50,1,0
41,3,176452,9,2,11,2,1,1,0,0,40,32,0
41,6,128700,9,1,12,4,1,0,0,0,40,1,0
27,2,328518,11,1,4,6,1,1,0,0,30,1,0
30,6,201196,7,1,12,4,0,0,0,0,40,1,0
23,3,378546,10,1,7,4,1,1,0,0,40,1,0
24,5,212210,12,1,1,4,1,0,0,0,20,5,0
59,4,178660,12,2,1,2,1,1,0,0,40,1,0
56,3,235826,9,2,7,2,1,1,5013,0,40,1,0
35,2,22641,9,2,8,2,0,1,0,0,40,1,0
59,3,316027,9,2,5,2,1,1,0,0,45,2,0
47,3,431515,11,2,7,2,1,1,0,0,40,1,1
51,2,149770,9,3,6,1,1,0,0,0,44,1,0
42,3,165916,13,3,1,5,1,0,0,0,45,1,0
29,4,107411,10,4,1,4,1,0,0,0,40,1,0
23,3,217961,9,1,7,5,1,1,0,0,45,33,0
43,2,350387,9,2,7,2,1,1,0,0,60,1,0
46,3,325372,10,2,2,2,1,1,0,0,40,1,0
30,3,156718,10,5,1,1,1,0,0,0,40,1,0
23,3,216472,10,1,11,4,1,0,0,0,20,1,0
29,1,106972,14,1,4,1,1,0,0,0,35,1,0
33,3,131934,9,3,2,1,1,0,0,0,45,1,0
33,5,365908,9,2,5,2,0,1,2105,0,40,1,0
46,5,359193,10,3,1,5,1,0,0,0,45,1,0
35,3,261012,10,4,1,1,0,0,0,0,40,1,0
36,3,272944,13,2,2,2,1,1,0,1887,40,1,1
25,3,113654,9,5,2,5,1,0,0,0,37,1,0
35,3,218955,13,2,6,2,1,1,0,0,40,1,0
30,3,115963,4,1,10,5,1,1,0,0,42,1,0
39,3,80638,10,2,5,2,0,1,0,0,84,1,1
37,3,147258,10,2,7,2,1,1,0,0,55,1,0
22,3,214635,9,1,10,1,1,1,0,0,42,1,0
25,3,200318,9,2,8,2,1,1,0,0,60,1,0
50,3,138270,9,2,6,3,0,0,0,0,40,1,0
64,4,388594,15,2,4,2,1,1,15024,0,45,5,1
33,3,103435,11,5,4,1,1,1,0,0,45,1,0
59,7,133201,3,2,9,2,1,1,0,0,40,15,0
24,3,175183,9,1,1,1,1,0,0,0,40,1,0
41,3,99870,13,2,6,2,1,1,0,0,55,1,0
38,6,107479,5,1,12,4,1,0,0,0,12,1,0
60,3,113440,13,3,2,4,1,1,0,0,60,1,0
19,3,85690,9,1,10,5,1,1,0,0,30,1,0
23,3,45713,10,1,7,6,1,1,0,0,40,1,0
57,7,376230,14,2,6,2,1,1,99999,0,40,1,1
36,3,145576,14,2,1,2,1,1,0,1977,40,30,1
17,6,67808,6,1,12,4,1,1,0,0,40,1,0
24,3,113936,13,1,4,4,1,1,0,0,40,1,0
32,3,158291,9,2,7,2,1,1,0,0,50,1,1
27,3,193898,13,2,6,2,1,1,0,0,45,1,1
43,3,191982,11,1,1,4,1,0,0,0,55,1,0
21,6,72953,10,1,12,4,1,1,0,0,40,1,0
54,3,271160,11,7,2,1,1,0,0,0,40,1,0
22,3,33087,9,2,9,2,1,1,0,0,45,1,0
29,3,106153,9,1,7,1,1,1,0,0,50,1,0
22,3,29444,8,1,9,1,0,1,0,0,50,1,0
37,3,105021,13,2,6,2,1,1,0,0,50,1,1
38,2,239045,16,2,4,2,1,1,0,0,50,1,1
34,3,94413,10,2,3,2,1,1,0,0,40,1,0
45,3,20534,10,2,10,2,1,1,0,0,84,1,1
28,3,350254,2,1,15,1,1,0,0,0,40,6,0
68,3,194746,16,3,4,1,1,0,0,0,40,2,0
36,3,269042,9,2,10,2,0,1,0,0,40,21,0
20,3,447488,5,1,5,5,1,1,0,0,30,6,0
24,3,267706,10,1,7,4,1,0,0,0,45,1,0
38,3,198216,10,3,2,5,1,0,0,0,40,1,0
32,3,227931,13,1,2,1,1,0,0,0,40,1,0
34,3,252646,10,2,4,2,1,1,7298,0,50,1,1
47,3,223342,9,7,1,1,1,0,2174,0,40,10,0
28,3,181776,13,1,5,1,1,0,0,0,50,1,0
32,3,132601,15,2,4,2,1,1,0,0,40,1,1
58,3,205410,9,2,10,2,1,1,0,0,40,1,0
64,7,185912,15,2,4,2,1,1,99999,0,35,1,1
38,3,292570,10,1,6,4,1,0,0,0,50,1,0
43,3,76460,9,1,1,1,1,0,0,0,40,1,0
28,3,295163,8,3,9,1,1,1,0,0,40,1,0
21,3,27255,10,1,1,4,1,1,0,0,40,5,0
23,3,69847,13,1,4,4,0,0,0,0,20,1,0
25,3,104993,5,1,3,4,0,1,2907,0,40,1,0
41,3,322980,9,5,1,1,0,1,2354,0,40,1,0
24,6,390608,9,1,12,1,1,0,0,0,36,1,0
41,3,317539,10,2,7,2,0,1,0,0,40,1,0
27,3,195678,13,2,4,2,1,1,0,0,40,1,0
54,3,466502,4,7,5,5,1,1,0,0,30,1,0
28,5,220754,9,5,8,4,1,0,0,0,25,1,0
29,3,202878,4,2,9,2,1,1,0,2042,40,1,0
36,3,343476,9,3,7,1,1,1,0,0,30,1,0
41,7,93227,13,2,2,2,0,1,0,1977,60,22,1
60,2,38622,10,2,2,2,1,1,0,0,40,1,0
34,1,173730,14,2,2,2,1,1,0,0,38,1,0
32,3,178623,9,1,5,1,0,0,0,0,40,5,0
27,3,300783,10,2,6,3,1,0,0,0,42,1,1
60,3,224644,6,2,6,2,1,1,0,0,40,1,0
39,3,191502,11,2,7,2,1,1,0,0,40,1,0
59,3,61885,8,3,8,6,0,1,0,0,35,1,0
34,2,213887,16,2,4,2,1,1,0,0,32,11,1
36,3,331395,11,2,2,2,1,1,0,0,40,1,0
54,3,145098,10,2,6,2,1,1,0,0,40,1,1
48,3,123075,11,2,11,2,1,1,0,0,40,1,1
19,3,216804,4,1,5,4,1,1,0,0,33,1,0
40,3,188291,15,2,4,2,1,1,0,0,40,1,1
25,3,33610,9,1,3,1,1,1,0,0,45,1,0
39,3,234901,12,5,1,5,1,1,0,0,40,1,0
34,2,349148,10,2,7,2,1,1,0,0,40,1,0
30,3,168443,9,5,5,5,1,0,0,0,30,1,0
43,3,211860,9,1,5,5,0,0,0,0,24,1,0
35,3,193961,13,2,4,2,0,1,0,0,40,14,1
36,5,52532,16,2,4,2,1,1,0,1887,50,1,1
59,2,75804,9,2,9,2,1,1,0,0,65,1,1
33,2,176185,9,2,7,2,1,1,0,0,40,1,0
22,3,306779,10,1,3,4,1,1,0,0,50,1,0
48,3,265192,9,2,7,2,1,1,0,0,45,1,0
54,3,139347,9,7,1,5,1,0,0,0,40,1,0
49,3,107682,10,3,1,1,1,0,0,0,38,1,0
37,3,34173,13,1,11,1,1,0,0,0,40,1,0
45,3,128378,9,2,10,2,0,1,0,0,40,1,0
51,7,195638,10,5,6,1,1,0,0,0,40,1,0
46,3,59287,10,2,7,2,1,1,0,0,40,1,0
31,2,162442,13,2,2,3,1,0,0,0,40,1,1
29,6,350603,6,1,12,4,1,0,0,0,38,1,0
39,3,344743,10,2,1,4,0,0,0,0,50,1,1
35,3,112077,9,2,3,2,1,1,5013,0,40,1,0
26,3,176795,13,1,1,4,1,0,0,0,40,1,1
51,3,137815,10,2,1,2,1,1,7298,0,40,1,1
31,3,309620,14,2,4,2,0,1,0,0,6,7,0
39,3,336880,9,2,10,2,1,1,0,0,40,1,1
26,3,206600,7,1,5,6,1,1,0,0,30,6,0
25,3,193051,13,2,11,2,1,1,0,0,35,1,0
61,4,229062,10,2,1,2,1,1,0,1887,40,1,1
49,3,62793,9,3,6,4,1,0,0,0,40,1,0
53,3,264939,13,1,4,1,1,0,0,0,45,6,0
52,3,370552,1,2,10,2,1,1,0,0,40,26,0
52,3,163678,9,2,8,2,1,1,0,0,55,1,0
74,6,89667,13,7,12,1,0,0,0,0,35,1,0
50,3,558490,9,3,1,1,0,1,0,0,40,1,0
29,3,124680,13,1,6,1,1,0,13550,0,35,1,1
76,3,208843,4,7,13,1,1,1,0,0,30,1,0
19,3,95078,9,1,1,4,1,0,0,0,15,1,0
25,3,169679,9,2,8,2,1,1,0,0,40,1,0
45,3,101320,9,3,1,5,1,0,0,0,40,1,0
34,3,168906,12,3,1,4,1,0,0,0,35,1,0
20,3,212582,10,1,5,4,1,0,0,0,16,1,0
66,6,170617,14,7,12,1,1,1,0,0,6,1,0
63,6,170529,13,2,12,3,0,0,0,0,45,1,0
27,3,99897,10,2,11,2,1,1,0,0,40,1,0
41,3,104892,10,2,1,2,1,1,2829,0,40,1,0
43,3,175224,9,2,5,2,1,1,0,0,60,37,0
23,3,149704,9,1,1,4,1,0,0,0,40,1,0
37,4,214542,10,3,1,5,0,0,0,0,40,1,0
31,3,167319,13,2,2,2,1,1,0,0,40,1,0
33,1,43716,10,2,7,2,1,1,0,0,4,1,0
28,3,191935,12,1,6,4,1,1,0,0,20,1,0
70,6,158642,9,7,12,1,1,0,2993,0,20,1,0
35,3,338611,10,3,1,5,1,0,0,0,40,1,0
41,3,136419,12,2,11,2,1,1,0,0,75,1,1
17,3,72321,7,1,5,6,1,0,0,0,12,1,0
41,5,189956,13,2,4,3,0,0,0,0,40,1,1
44,3,403782,11,3,6,1,1,1,0,0,45,1,0
47,3,456661,4,2,7,2,1,1,0,0,40,6,0
24,3,279041,9,1,3,4,0,1,0,0,40,1,0
